3	1181	1205	1391	0.4694475312329327
3	1115	1210	1245	0.49095754616741477
3	1164	1181	1210	0.491476030765383
3	1109	1115	1295	0.47006557982695824
3	1144	1157	1191	0.4467075251897517
3	1144	1148	1157	0.36259758759918176
3	1115	1205	1295	0.4928646790839461
3	1181	1210	1295	0.4296956532450618
3	1115	1144	1295	0.4794621549262481
3	1098	1157	1260	0.49717244753658435
3	1098	1144	1295	0.4376273677215606
3	1109	1210	1295	0.453330844168009
3	1115	1210	1295	0.49184958509501814
3	1130	1144	1159	0.4052978636957936
3	1181	1205	1295	0.49304213411012654
3	1164	1181	1205	0.4883648589318315
3	1098	1144	1164	0.4485651330067965
3	1144	1157	1205	0.4715699018516932
3	1148	1159	1221	0.484852179543245
3	1148	1157	1260	0.4287361426249135
3	1148	1157	1221	0.4710224802704786
3	1157	1181	1295	0.4721138075462627
3	1144	1157	1260	0.34713321233236893
3	1098	1193	1210	0.4898126212476624
3	1164	1181	1295	0.4610685388538471
3	1144	1157	1221	0.39087462305505777
3	1144	1157	1295	0.44014350340305697
3	1157	1159	1191	0.47831830589851715
3	1098	1144	1159	0.4481695535158739
3	1115	1181	1295	0.4063405873847476
3	1115	1210	1365	0.497831826293218
3	1130	1144	1260	0.4882717930149936
3	1098	1144	1210	0.44382328876086946
3	1144	1221	1260	0.4430815703788857
3	1115	1157	1295	0.49280399680726233
3	1098	1157	1295	0.4685077039273196
3	1115	1144	1157	0.4724286763170001
3	1144	1159	1164	0.4755103351694899
3	1098	1144	1148	0.48265098739608187
3	1144	1157	1168	0.4562601904679808
3	1115	1295	1378	0.470962921344563
3	1130	1157	1159	0.44513880037313425
3	1144	1157	1159	0.38715257174363654
3	1148	1157	1159	0.4995027211391887
3	1130	1159	1260	0.4623252749644919
3	1098	1210	1658	0.46888835733533557
3	1144	1157	1164	0.4799745467243053
3	1181	1205	1352	0.4244625044268504
3	1109	1115	1365	0.44773291550084365
3	1098	1181	1295	0.4451093726667996
3	1164	1205	1295	0.4873522435962558
3	1098	1144	1260	0.4883648589318314
3	1098	1144	1221	0.48139894078131684
3	1115	1295	1383	0.47398576989726776
3	1115	1193	1295	0.48064297021927915
3	1130	1221	1260	0.4614951205995908
3	1114	1115	1295	0.4988679089954638
3	1210	1245	1295	0.4701035576960831
3	1098	1115	1210	0.41546839219988535
3	1130	1144	1221	0.4905571081909876
3	1109	1115	1658	0.48254923125616006
3	1115	1181	1210	0.46327066666381683
3	1098	1157	1164	0.4876504546391036
3	1144	1148	1260	0.4652372952897827
3	1130	1157	1260	0.4605856274501394
3	1205	1210	1295	0.46130539851627406
3	1098	1144	1193	0.4784404530079249
3	1130	1144	1157	0.45460874388073963
3	1098	1115	1181	0.47120065437400793
3	1157	1191	1260	0.48470862581191704
3	1115	1164	1210	0.497858484333902
3	1115	1295	1658	0.4885808525197724
3	1098	1164	1181	0.4478403402182048
3	1144	1159	1260	0.37860343451859363
3	1115	1295	1365	0.4363299898785318
3	1098	1181	1210	0.4510633023260811
3	1144	1159	1221	0.41500693587395826
3	1109	1115	1210	0.4824584715031643
3	1109	1205	1295	0.4537127752164623
3	1157	1221	1260	0.40795549762370403
3	1098	1115	1144	0.4963422931716835
3	1144	1164	1295	0.4819202951945019
3	1098	1115	1295	0.3906318137843588
3	1144	1148	1159	0.4181472577736823
3	1157	1164	1295	0.47016801265712166
3	1144	1159	1295	0.4795754210925925
3	1144	1157	1193	0.4871108165115267
3	1098	1144	1157	0.35695730275683113
3	1144	1148	1221	0.4597270971852452
3	1098	1157	1159	0.4051573365763988
3	1098	1205	1210	0.4770454948247192
3	1157	1159	1221	0.4554143999735601
3	1157	1159	1260	0.3633284947320563
3	1098	1210	1295	0.4372936168368485
